Gen,Domain_idpc_ndu_302_12_4930,Node_idpc_ndu_302_12_4930,Edge_idpc_ndu_302_12_4930,Domain_idpc_ndu_1002_12_82252,Node_idpc_ndu_1002_12_82252,Edge_idpc_ndu_1002_12_82252,Domain_idpc_ndu_1506_9_130556,Node_idpc_ndu_1506_9_130556,Edge_idpc_ndu_1506_9_130556,Domain_idpc_ndu_2494_12_276620,Node_idpc_ndu_2494_12_276620,Edge_idpc_ndu_2494_12_276620,Domain_idpc_ndu_2715_22_592246,Node_idpc_ndu_2715_22_592246,Edge_idpc_ndu_2715_22_592246
193,0.411111111,0.268653422,0.18296146,0.333333333,0.17079175,0.146644458,0.444444444,0.249446658,0.474396683,0.388888889,0.235765838,0.432001783,0.254545455,0.14926949,0.064659393
194,0.388888889,0.245695364,0.203286004,0.338888889,0.178110446,0.154703432,0.474074074,0.280478088,0.531807041,0.361111111,0.21042502,0.392833008,0.215151515,0.111921424,0.04693669
195,0.422222222,0.28410596,0.223772819,0.355555556,0.186626747,0.154527549,0.407407407,0.205444887,0.382158869,0.355555556,0.198556536,0.360417179,0.218181818,0.116316759,0.049970114
196,0.411111111,0.275275938,0.219864773,0.361111111,0.19833666,0.171696737,0.407407407,0.207348384,0.392441047,0.333333333,0.175407645,0.317360519,0.23030303,0.129109883,0.056434094
197,0.433333333,0.290728477,0.209208925,0.344444444,0.176247505,0.145822594,0.488888889,0.297122621,0.563515018,0.355555556,0.203742315,0.3783014,0.272727273,0.165352977,0.071183258
198,0.405555556,0.262913907,0.212454361,0.327777778,0.15914837,0.130646469,0.42962963,0.230898628,0.431581339,0.35,0.193183641,0.352329309,0.248484848,0.144137508,0.061869786
199,0.4,0.262251656,0.202014875,0.316666667,0.154091816,0.129280747,0.437037037,0.241035857,0.461098686,0.333333333,0.177465918,0.321903454,0.233333333,0.130853284,0.056676336
200,0.4,0.254525386,0.191102096,0.383333333,0.219361277,0.189919597,0.444444444,0.243691899,0.454780069,0.355555556,0.202539428,0.374257827,0.23030303,0.127808471,0.054830481
201,0.355555556,0.207726269,0.130696416,0.333333333,0.169527611,0.14365446,0.444444444,0.247277556,0.466799943,0.35,0.194546913,0.354677174,0.218181818,0.115064457,0.048962087
202,0.422222222,0.279028698,0.202420554,0.322222222,0.158682635,0.132681677,0.407407407,0.206861443,0.393307087,0.3,0.145255279,0.268588437,0.242424242,0.13664825,0.058142394
203,0.427777778,0.286534216,0.221771467,0.35,0.18576181,0.158710629,0.4,0.199380257,0.377182716,0.355555556,0.197514034,0.357455233,0.23030303,0.126187845,0.053062635
204,0.427777778,0.278587196,0.20183908,0.338888889,0.174584165,0.148539448,0.407407407,0.209163347,0.400460084,0.327777778,0.171718792,0.313645434,0.245454545,0.143572744,0.062636585
205,0.366666667,0.222737307,0.158350237,0.338888889,0.177245509,0.150733518,0.488888889,0.297211155,0.567723684,0.394444444,0.242876236,0.447457884,0.26969697,0.16213628,0.07000717
206,0.45,0.314569536,0.256402975,0.338888889,0.176846307,0.153420383,0.437037037,0.240725985,0.455962703,0.288888889,0.129430634,0.232023956,0.215151515,0.114352363,0.049738341
207,0.405555556,0.254966887,0.162393509,0.322222222,0.157950765,0.13281055,0.451851852,0.259052678,0.497409541,0.327777778,0.176610532,0.332098185,0.236363636,0.130877839,0.05593948
208,0.427777778,0.300441501,0.278052738,0.344444444,0.179441118,0.150648414,0.42962963,0.230455954,0.434763626,0.361111111,0.207939054,0.38188104,0.251515152,0.146691222,0.063133112
209,0.383333333,0.240618102,0.193049358,0.394444444,0.225548902,0.190733356,0.414814815,0.214829571,0.403046968,0.344444444,0.191499599,0.355264261,0.23030303,0.126065071,0.053435903
210,0.444444444,0.302649007,0.209776876,0.427777778,0.26746507,0.23516186,0.481481481,0.292297477,0.565128119,0.394444444,0.242796044,0.449198901,0.227272727,0.122308165,0.051150029
211,0.383333333,0.239514349,0.169763354,0.366666667,0.203858949,0.176122972,0.42962963,0.235059761,0.449150811,0.355555556,0.199839615,0.364122864,0.239393939,0.135052179,0.058370677
212,0.361111111,0.215231788,0.169979716,0.366666667,0.208582834,0.18495842,0.466666667,0.274324923,0.523687919,0.338888889,0.186073242,0.344304823,0.206060606,0.104800491,0.044692239
213,0.4,0.252538631,0.150736984,0.383333333,0.214703925,0.180357114,0.422222222,0.227224436,0.434623201,0.372222222,0.218684844,0.40108211,0.257575758,0.150742787,0.064059192
214,0.433333333,0.288300221,0.213171062,0.416666667,0.251896208,0.219277343,0.437037037,0.243160691,0.463933229,0.355555556,0.202085004,0.369206854,0.227272727,0.122529159,0.051189202
215,0.383333333,0.246578366,0.228911427,0.322222222,0.156886228,0.130598648,0.42962963,0.232669323,0.446057375,0.361111111,0.210211173,0.39267033,0.278787879,0.170509515,0.073440203
216,0.377777778,0.23200883,0.163786342,0.311111111,0.142714571,0.117666034,0.459259259,0.268437362,0.513243359,0.316666667,0.158593959,0.287505603,0.245454545,0.141657459,0.061445413
217,0.388888889,0.253642384,0.2087762,0.366666667,0.202727878,0.175547504,0.503703704,0.316334661,0.606462616,0.355555556,0.199919808,0.364846119,0.248484848,0.146273788,0.06413765
218,0.433333333,0.286975717,0.214077079,0.344444444,0.176513639,0.148233072,0.422222222,0.220584329,0.410490007,0.338888889,0.182117081,0.330058805,0.187878788,0.087170043,0.036117874
219,0.411111111,0.268211921,0.189046653,0.327777778,0.165402528,0.141692198,0.42962963,0.232182382,0.435890091,0.388888889,0.240817963,0.449118165,0.245454545,0.14092081,0.060503462
220,0.416666667,0.278366446,0.234807302,0.394444444,0.227079175,0.192257939,0.474074074,0.283532537,0.544340615,0.361111111,0.20652232,0.375949437,0.284848485,0.174683855,0.074342756
221,0.344444444,0.198675497,0.122623394,0.355555556,0.19001996,0.163066349,0.42962963,0.233997344,0.442931769,0.377777778,0.223015237,0.408087147,0.233333333,0.127391037,0.053110363
222,0.405555556,0.260706402,0.195469912,0.338888889,0.177045908,0.15272577,0.444444444,0.248162904,0.467819173,0.344444444,0.190964983,0.352749138,0.275757576,0.167857581,0.072108324
223,0.45,0.301986755,0.209330629,0.355555556,0.187824351,0.157498095,0.488888889,0.294732182,0.557053933,0.327777778,0.174685913,0.324588003,0.248484848,0.144112953,0.06223979
224,0.405555556,0.269536424,0.226747803,0.366666667,0.199600798,0.168745643,0.459259259,0.266489597,0.51025154,0.361111111,0.210024058,0.392682862,0.254545455,0.147084101,0.062568145
225,0.427777778,0.286092715,0.224841109,0.366666667,0.202927478,0.174690788,0.414814815,0.216378929,0.411081835,0.327777778,0.173429564,0.319473164,0.236363636,0.129060773,0.053644263
226,0.433333333,0.291611479,0.222636917,0.344444444,0.178775782,0.149923811,0.488888889,0.291722001,0.545957801,0.327777778,0.172280139,0.316863085,0.275757576,0.164960098,0.069266938
227,0.416666667,0.266887417,0.170371873,0.344444444,0.180439122,0.155830051,0.451851852,0.258742807,0.500117446,0.366666667,0.218150227,0.408732316,0.209090909,0.108557397,0.046237205
228,0.461111111,0.315673289,0.246369168,0.338888889,0.170259481,0.141635462,0.451851852,0.259495352,0.502585864,0.361111111,0.206575782,0.375429109,0.224242424,0.120417434,0.050815596
229,0.388888889,0.24415011,0.179526707,0.377777778,0.208582834,0.174141257,0.481481481,0.288623285,0.550973784,0.377777778,0.226784282,0.419737305,0.242424242,0.139422959,0.060187827
230,0.416666667,0.272847682,0.195983773,0.377777778,0.21756487,0.189075848,0.474074074,0.287250996,0.561878938,0.372222222,0.224645817,0.421370111,0.254545455,0.147918969,0.063907903
231,0.427777778,0.286092715,0.187734956,0.405555556,0.243512974,0.213605343,0.451851852,0.255378486,0.485772134,0.333333333,0.183640738,0.3454079,0.248484848,0.141804788,0.05968781
232,0.444444444,0.305739514,0.228586883,0.394444444,0.222887558,0.186441667,0.422222222,0.225498008,0.435373837,0.344444444,0.19216787,0.355346444,0.266666667,0.160883978,0.069728232
233,0.338888889,0.199337748,0.155145368,0.338888889,0.170592149,0.141448232,0.466666667,0.272731297,0.518396703,0.338888889,0.185324779,0.339681392,0.248484848,0.145316145,0.062787423
234,0.383333333,0.242604857,0.19102096,0.361111111,0.195409182,0.166188461,0.474074074,0.284904825,0.549564938,0.372222222,0.224966586,0.42460415,0.218181818,0.113615715,0.046707168
235,0.388888889,0.249006623,0.189087221,0.422222222,0.25655356,0.220797063,0.459259259,0.26914564,0.521928776,0.366666667,0.215931569,0.398435399,0.245454545,0.141780233,0.061307857
236,0.361111111,0.22384106,0.19775524,0.327777778,0.155954757,0.124636483,0.459259259,0.265781319,0.505803895,0.322222222,0.166559743,0.306207553,0.23030303,0.124346225,0.051948683
237,0.455555556,0.309933775,0.218242055,0.322222222,0.155755156,0.128151696,0.466666667,0.272642762,0.518927255,0.4,0.250842021,0.465462608,0.227272727,0.124395335,0.053027965
238,0.422222222,0.281236203,0.221528059,0.372222222,0.205056554,0.172221142,0.414814815,0.219079239,0.419546146,0.338888889,0.187757284,0.351451811,0.242424242,0.140773481,0.061567885
239,0.4,0.260485651,0.240473293,0.327777778,0.157551564,0.130250936,0.474074074,0.284860558,0.551242379,0.422222222,0.275113606,0.512712265,0.221212121,0.117053407,0.0493268
240,0.461111111,0.312362031,0.231994591,0.355555556,0.191084498,0.16338083,0.444444444,0.250376273,0.481499637,0.361111111,0.209596365,0.388217772,0.248484848,0.142860651,0.06108115
241,0.388888889,0.241501104,0.153901285,0.377777778,0.20924817,0.174405486,0.481481481,0.289110226,0.547397796,0.377777778,0.222213312,0.403749307,0.242424242,0.13470841,0.056268623
242,0.416666667,0.271523179,0.225449628,0.361111111,0.185894877,0.1504855,0.422222222,0.223328907,0.420595504,0.45,0.30521251,0.571639795,0.224242424,0.118182934,0.049166056
243,0.494444444,0.349006623,0.286017579,0.361111111,0.19001996,0.155163806,0.466666667,0.270694998,0.507424145,0.416666667,0.267869554,0.496417468,0.239393939,0.133357888,0.056474055
244,0.427777778,0.284326711,0.218431373,0.394444444,0.225282768,0.189942291,0.496296296,0.308986277,0.599854979,0.333333333,0.182865544,0.342993517,0.236363636,0.132793125,0.056783499
245,0.427777778,0.282339956,0.187748479,0.427777778,0.261809714,0.226413137,0.488888889,0.298096503,0.570885035,0.372222222,0.223950815,0.41886029,0.227272727,0.123658686,0.052501382
246,0.427777778,0.284988962,0.229479378,0.366666667,0.198270126,0.16544927,0.488888889,0.299468792,0.57840518,0.355555556,0.203849238,0.378948497,0.266666667,0.161596071,0.070300067
247,0.394444444,0.249006623,0.168100068,0.377777778,0.21237525,0.181489407,0.437037037,0.237671536,0.445566143,0.35,0.195883454,0.35859398,0.221212121,0.11801105,0.049979119
248,0.411111111,0.264679912,0.172237999,0.405555556,0.231270792,0.190221109,0.414814815,0.213767154,0.396707926,0.355555556,0.205239241,0.382308823,0.212121212,0.110227133,0.04663839
249,0.422222222,0.269094923,0.193144016,0.377777778,0.212308716,0.181694467,0.511111111,0.321204073,0.615887435,0.366666667,0.213472334,0.393208011,0.257575758,0.154450583,0.067551434
250,0.4,0.254304636,0.196538201,0.361111111,0.189421158,0.157132552,0.437037037,0.238158477,0.449465874,0.433333333,0.283961508,0.52502639,0.251515152,0.144702271,0.061738647
251,0.427777778,0.272626932,0.146112238,0.361111111,0.189820359,0.157337613,0.451851852,0.257149181,0.489649397,0.433333333,0.286420743,0.533722315,0.2,0.098317986,0.040666097
252,0.427777778,0.285871965,0.238269101,0.388888889,0.216167665,0.177745627,0.503703704,0.312217795,0.591735347,0.416666667,0.270462443,0.50476731,0.242424242,0.13674647,0.058725372
253,0.433333333,0.290949227,0.229073698,0.377777778,0.209447771,0.178389178,0.444444444,0.248074369,0.47077678,0.35,0.197968458,0.365554672,0.236363636,0.133284223,0.05755964
254,0.427777778,0.286313466,0.173360379,0.333333333,0.165136394,0.1377774,0.474074074,0.279238601,0.524505448,0.4,0.254958567,0.479710313,0.218181818,0.115702885,0.04899338
255,0.444444444,0.297350993,0.23841785,0.372222222,0.204723886,0.173342897,0.444444444,0.24687915,0.464751269,0.383333333,0.231435445,0.428384547,0.224242424,0.122602824,0.052756343
256,0.438888889,0.297792494,0.226761325,0.377777778,0.213040585,0.181286777,0.451851852,0.259849491,0.505966788,0.394444444,0.243063352,0.447954595,0.212121212,0.111479435,0.048198327
257,0.455555556,0.306401766,0.221798513,0.333333333,0.167065868,0.140092237,0.42962963,0.231164232,0.436239366,0.344444444,0.192408447,0.358235124,0.227272727,0.122922038,0.051968495
258,0.405555556,0.267770419,0.207978364,0.35,0.178709248,0.146387525,0.422222222,0.224302789,0.4256457,0.383333333,0.23258487,0.43250717,0.239393939,0.133824432,0.056657763
259,0.383333333,0.242825607,0.186923597,0.4,0.234530938,0.202377247,0.451851852,0.257990261,0.496523076,0.372222222,0.21954023,0.404154195,0.254545455,0.149490485,0.064678416
260,0.416666667,0.282781457,0.242799189,0.366666667,0.199135063,0.167673329,0.451851852,0.258698539,0.49901345,0.35,0.194199412,0.353855831,0.224242424,0.121866176,0.05241797
261,0.388888889,0.2401766,0.165909398,0.35,0.176380572,0.144290716,0.466666667,0.277025232,0.535497922,0.316666667,0.164047046,0.304890704,0.239393939,0.131000614,0.05475495
262,0.433333333,0.284988962,0.210899256,0.35,0.184364604,0.154872019,0.466666667,0.273041169,0.524954298,0.344444444,0.19577653,0.36762707,0.224242424,0.118453039,0.049116302
263,0.472222222,0.328697572,0.240270453,0.383333333,0.21590153,0.182032453,0.451851852,0.258388668,0.491166498,0.394444444,0.247126437,0.464050081,0.218181818,0.117176182,0.050875256
264,0.422222222,0.274172185,0.200540906,0.372222222,0.206586826,0.175406474,0.503703704,0.321912351,0.631547127,0.355555556,0.201176156,0.365505266,0.203030303,0.102590546,0.043733966
265,0.383333333,0.238189845,0.171643002,0.388888889,0.220492349,0.185766506,0.488888889,0.300575476,0.582758867,0.361111111,0.208954825,0.388108115,0.203030303,0.100945365,0.041849614
266,0.388888889,0.245033113,0.196984449,0.344444444,0.180239521,0.152122745,0.444444444,0.247277556,0.46846615,0.333333333,0.178267843,0.327753356,0.236363636,0.129527317,0.054185592
267,0.4,0.255187638,0.194604462,0.366666667,0.197671324,0.167036263,0.451851852,0.256750775,0.486182175,0.366666667,0.216065223,0.402013352,0.227272727,0.125082873,0.053273358
268,0.411111111,0.270860927,0.225233266,0.394444444,0.231403859,0.201140398,0.459259259,0.26710934,0.509832307,0.361111111,0.210906175,0.393278143,0.242424242,0.137974217,0.059137138
269,0.383333333,0.236865342,0.165098039,0.4,0.229807053,0.192809901,0.444444444,0.248517043,0.472784093,0.4,0.248650094,0.456126094,0.278787879,0.171418048,0.07444688
270,0.444444444,0.294701987,0.20540906,0.366666667,0.200864937,0.169230333,0.451851852,0.256972112,0.491860453,0.366666667,0.215209837,0.398114863,0.227272727,0.122553714,0.051745164
271,0.405555556,0.260706402,0.192657201,0.388888889,0.220093147,0.185608455,0.474074074,0.283178398,0.541170073,0.394444444,0.242448543,0.445806763,0.257575758,0.148827502,0.062831323
272,0.438888889,0.294481236,0.19867478,0.388888889,0.220093147,0.184947073,0.451851852,0.254448871,0.48095581,0.361111111,0.208366747,0.384996505,0.239393939,0.136402701,0.059248578
273,0.455555556,0.316335541,0.245192698,0.444444444,0.279574185,0.241693819,0.466666667,0.272819832,0.519096275,0.383333333,0.234669874,0.43502398,0.245454545,0.13664825,0.056499833
274,0.411111111,0.266445916,0.194306964,0.383333333,0.218496341,0.186165281,0.511111111,0.327711377,0.641338583,0.327777778,0.170302058,0.309155761,0.203030303,0.100675261,0.04227894
275,0.4,0.260264901,0.205179175,0.344444444,0.173320027,0.141466874,0.451851852,0.258875609,0.496777883,0.383333333,0.231034483,0.426238402,0.236363636,0.133873542,0.057581478
276,0.405555556,0.266004415,0.212454361,0.366666667,0.20073187,0.170330205,0.414814815,0.214918105,0.401610037,0.311111111,0.154129912,0.279744294,0.251515152,0.146421117,0.063130749
277,0.433333333,0.290949227,0.238566599,0.416666667,0.249966733,0.214695489,0.488888889,0.298273572,0.568032109,0.361111111,0.206629244,0.377084809,0.251515152,0.143499079,0.060796809
278,0.422222222,0.286092715,0.208478702,0.366666667,0.200199601,0.173322635,0.444444444,0.248118637,0.467738493,0.355555556,0.205907511,0.383170173,0.245454545,0.142688766,0.062325227
279,0.411111111,0.257615894,0.169763354,0.372222222,0.203925482,0.171214479,0.496296296,0.312527667,0.611614429,0.35,0.199572307,0.372755646,0.233333333,0.127906691,0.053595184
280,0.45,0.3,0.180933063,0.405555556,0.237258816,0.20189661,0.459259259,0.264010624,0.497895156,0.366666667,0.212884256,0.392253874,0.266666667,0.161497851,0.071105926
281,0.422222222,0.274613687,0.188167681,0.4,0.22920825,0.193072509,0.4,0.197963701,0.365873648,0.388888889,0.239989308,0.447024558,0.236363636,0.131123389,0.055624521
282,0.444444444,0.300441501,0.230196078,0.355555556,0.184697272,0.152057093,0.451851852,0.259274015,0.498989961,0.422222222,0.273001871,0.503838961,0.251515152,0.146568447,0.06283819
283,0.405555556,0.266004415,0.240554429,0.383333333,0.215834997,0.183479226,0.481481481,0.295307658,0.574994128,0.333333333,0.181128041,0.336351192,0.233333333,0.130214856,0.056154256
284,0.438888889,0.289845475,0.196511156,0.344444444,0.173652695,0.144642481,0.474074074,0.282425852,0.5412242,0.383333333,0.234696605,0.437650447,0.263636364,0.154671578,0.066172165
285,0.422222222,0.27196468,0.199148073,0.388888889,0.223552894,0.191674367,0.437037037,0.237804338,0.444344189,0.366666667,0.213766373,0.391159232,0.227272727,0.124837324,0.053536987
286,0.416666667,0.281898455,0.222893847,0.427777778,0.261942781,0.226940784,0.451851852,0.254935812,0.478235138,0.344444444,0.193691526,0.36136047,0.239393939,0.131884592,0.054671651
287,0.4,0.249889625,0.166626099,0.327777778,0.164803726,0.141252898,0.555555556,0.376494024,0.741245647,0.377777778,0.231194868,0.43515846,0.257575758,0.150620012,0.06456101
288,0.372222222,0.230684327,0.170642326,0.477777778,0.30738523,0.265253935,0.481481481,0.286277114,0.536907789,0.372222222,0.222908313,0.418477334,0.239393939,0.131712707,0.054398341
289,0.45,0.307726269,0.247707911,0.333333333,0.163805722,0.134610709,0.474074074,0.280965029,0.533054526,0.361111111,0.213258487,0.401004266,0.227272727,0.128152241,0.056464487
290,0.433333333,0.288300221,0.205070994,0.366666667,0.199467731,0.169110376,0.466666667,0.271713147,0.512420213,0.372222222,0.217348303,0.395545032,0.242424242,0.135543278,0.05733282
291,0.45,0.302869757,0.239567275,0.4,0.228942116,0.1938579,0.481481481,0.29105799,0.559333415,0.355555556,0.199919808,0.365390548,0.239393939,0.135567833,0.058802254
292,0.488888889,0.347461369,0.280135227,0.361111111,0.199401198,0.170951871,0.481481481,0.287428066,0.546241715,0.394444444,0.240684309,0.440576001,0.242424242,0.138661756,0.059849117
293,0.45,0.314128035,0.256997972,0.416666667,0.243113772,0.203394446,0.474074074,0.280123949,0.53294525,0.422222222,0.275033414,0.51325091,0.26969697,0.159729896,0.067907255
294,0.438888889,0.288962472,0.19464503,0.405555556,0.235395875,0.198576732,0.444444444,0.249181054,0.475490977,0.355555556,0.202699813,0.375830622,0.251515152,0.141903008,0.059117777
295,0.416666667,0.266887417,0.170493577,0.366666667,0.198602794,0.166310039,0.496296296,0.30792386,0.590464884,0.377777778,0.229163325,0.42928494,0.218181818,0.116414979,0.050181287
296,0.422222222,0.279028698,0.212359703,0.388888889,0.214903526,0.176849195,0.459259259,0.264718902,0.500219574,0.388888889,0.238412189,0.441959126,0.227272727,0.124984653,0.054056479
297,0.438888889,0.292935982,0.22,0.377777778,0.209580838,0.17681029,0.42962963,0.230146082,0.431563467,0.444444444,0.295723069,0.544660304,0.23030303,0.123535912,0.051428967
298,0.455555556,0.318763797,0.268478702,0.338888889,0.167864271,0.137831704,0.444444444,0.248694112,0.473748685,0.383333333,0.228922748,0.416369508,0.275757576,0.166580724,0.071796179
299,0.433333333,0.28807947,0.222096011,0.4,0.230206254,0.195723711,0.474074074,0.282381585,0.536730598,0.4,0.251055867,0.466060058,0.251515152,0.145512584,0.062490474
300,0.455555556,0.312362031,0.23254902,0.372222222,0.203725882,0.171243658,0.414814815,0.213103143,0.397174137,0.383333333,0.231221599,0.425893042,0.260606061,0.151995089,0.064931464
301,0.45,0.302649007,0.231656525,0.411111111,0.239055223,0.19964013,0.481481481,0.287339531,0.54545993,0.35,0.195482491,0.357187959,0.242424242,0.13490485,0.056587859
302,0.45,0.307505519,0.235659229,0.355555556,0.187757818,0.156147774,0.444444444,0.253253652,0.493010917,0.388888889,0.237048917,0.437052033,0.239393939,0.137409454,0.059964834
303,0.394444444,0.251655629,0.191845842,0.388888889,0.218097139,0.183005884,0.422222222,0.221159805,0.412628553,0.383333333,0.234242181,0.435671318,0.203030303,0.101264579,0.042385991
304,0.405555556,0.261368653,0.170114943,0.333333333,0.167664671,0.141357454,0.451851852,0.260247897,0.502666033,0.355555556,0.202004812,0.370872195,0.245454545,0.141387354,0.061232776
305,0.466666667,0.31986755,0.218269101,0.4,0.237924152,0.20697288,0.444444444,0.25126162,0.489116292,0.427777778,0.2797915,0.521384812,0.23030303,0.125868631,0.053369715
306,0.455555556,0.319426049,0.257606491,0.377777778,0.212175649,0.18110279,0.481481481,0.290571049,0.559880817,0.405555556,0.254343758,0.469489311,0.218181818,0.118158379,0.051892401
307,0.45,0.307505519,0.229817444,0.35,0.173719228,0.140615831,0.422222222,0.226029216,0.429390198,0.411111111,0.260866079,0.481228159,0.233333333,0.129871087,0.055185176
308,0.372222222,0.224282561,0.144516565,0.361111111,0.193013972,0.16134481,0.466666667,0.272554228,0.515157225,0.411111111,0.260625501,0.480369942,0.26969697,0.163314917,0.071021614
309,0.394444444,0.247682119,0.177484787,0.361111111,0.194145043,0.164151632,0.459259259,0.264674635,0.503507563,0.35,0.196658647,0.362446196,0.254545455,0.14737876,0.062794402
310,0.45,0.307284768,0.232914131,0.416666667,0.247238856,0.210721522,0.451851852,0.257768924,0.491480029,0.405555556,0.255787223,0.473483238,0.266666667,0.157495396,0.066914086
311,0.472222222,0.333112583,0.254022989,0.344444444,0.176513639,0.146943539,0.422222222,0.222753431,0.412958424,0.383333333,0.231061214,0.426331188,0.248484848,0.143572744,0.062482932
312,0.4,0.252538631,0.155361731,0.388888889,0.221024617,0.187932208,0.466666667,0.272155821,0.516714156,0.422222222,0.273696872,0.506786205,0.272727273,0.166678944,0.072708751
313,0.444444444,0.291611479,0.171534821,0.366666667,0.196872921,0.165048064,0.496296296,0.306330235,0.584536393,0.372222222,0.221411387,0.413695563,0.266666667,0.158477594,0.06792943
314,0.427777778,0.281898455,0.198444895,0.377777778,0.207784431,0.175233834,0.42962963,0.232580788,0.437154427,0.405555556,0.255733761,0.472622852,0.272727273,0.163953346,0.070162061
315,0.416666667,0.267770419,0.207369844,0.338888889,0.175981371,0.150929663,0.407407407,0.210402833,0.3993663,0.416666667,0.267308206,0.496649314,0.242424242,0.140110497,0.060799398
316,0.427777778,0.283443709,0.24918188,0.377777778,0.209181637,0.177119908,0.451851852,0.261841523,0.509447798,0.4,0.25014702,0.462786735,0.236363636,0.132252916,0.05611452
317,0.433333333,0.292494481,0.209141312,0.4,0.23253493,0.199005495,0.451851852,0.259805224,0.501765781,0.361111111,0.206629244,0.376694623,0.272727273,0.167268263,0.073326962
318,0.444444444,0.302428256,0.215753888,0.411111111,0.244311377,0.209413348,0.451851852,0.255068614,0.478762625,0.394444444,0.245014702,0.456726436,0.251515152,0.146813996,0.063477451
319,0.383333333,0.22803532,0.137119675,0.35,0.179574185,0.14733583,0.466666667,0.277290837,0.53248006,0.3,0.142314889,0.257805895,0.248484848,0.142025783,0.060349022
320,0.455555556,0.315673289,0.239918864,0.394444444,0.225083167,0.189244436,0.451851852,0.254935812,0.483278185,0.327777778,0.174873029,0.324102138,0.233333333,0.129576427,0.054988749
321,0.411111111,0.26004415,0.170493577,0.4,0.226480373,0.188215079,0.496296296,0.305135015,0.584652818,0.4,0.252472601,0.469264213,0.23030303,0.127292818,0.054600059
322,0.438888889,0.291390728,0.220933063,0.377777778,0.210645376,0.17942664,0.481481481,0.290438247,0.553507563,0.383333333,0.237530072,0.446087292,0.260606061,0.154229589,0.066366904
323,0.416666667,0.272847682,0.196389452,0.388888889,0.215968064,0.180320641,0.414814815,0.217175741,0.408210015,0.366666667,0.214728682,0.395804353,0.196969697,0.098661756,0.042296501
324,0.422222222,0.276379691,0.198958756,0.394444444,0.225083167,0.189305225,0.42962963,0.234174413,0.44720069,0.383333333,0.231569099,0.428330562,0.233333333,0.130313076,0.055636903
325,0.433333333,0.291390728,0.227559162,0.35,0.179308051,0.147442007,0.451851852,0.260513502,0.501866887,0.372222222,0.221144079,0.410018557,0.23030303,0.128717004,0.055596154
326,0.427777778,0.278807947,0.1687762,0.344444444,0.174983367,0.143954352,0.385185185,0.184594954,0.34870043,0.372222222,0.223202352,0.416783795,0.236363636,0.13247391,0.056041465
327,0.411111111,0.264238411,0.173698445,0.366666667,0.200598802,0.169028514,0.451851852,0.258787074,0.494757294,0.383333333,0.231355253,0.427180247,0.23030303,0.126752609,0.053866017
328,0.461111111,0.307064018,0.178850575,0.35,0.182767798,0.154987113,0.42962963,0.232757857,0.443399512,0.338888889,0.186928629,0.346494589,0.260606061,0.15150399,0.063767984
329,0.416666667,0.271743929,0.196524679,0.383333333,0.210379242,0.173980775,0.422222222,0.226162019,0.431203468,0.361111111,0.209355787,0.386941412,0.266666667,0.158133824,0.066918927
330,0.411111111,0.262693157,0.168586883,0.388888889,0.21996008,0.18558414,0.451851852,0.257547587,0.485550517,0.372222222,0.219032344,0.401813318,0.254545455,0.149195826,0.064165004
331,0.427777778,0.276379691,0.184503043,0.372222222,0.205389222,0.173985638,0.444444444,0.246392209,0.468736787,0.377777778,0.232959102,0.44030945,0.266666667,0.158453039,0.06817685
332,0.416666667,0.273068433,0.199810683,0.383333333,0.211044578,0.175408906,0.42962963,0.233067729,0.444140445,0.372222222,0.222427159,0.413370689,0.227272727,0.124248005,0.052926993
333,0.416666667,0.273509934,0.224421907,0.344444444,0.173053892,0.141290992,0.466666667,0.269853918,0.506484063,0.377777778,0.228388132,0.426353602,0.257575758,0.150742787,0.064644196
334,0.416666667,0.274834437,0.229492901,0.394444444,0.224018629,0.187742547,0.437037037,0.241080124,0.458898353,0.344444444,0.193611334,0.361781023,0.193939394,0.095518723,0.041072572
335,0.422222222,0.286092715,0.227099391,0.344444444,0.175316035,0.143613934,0.407407407,0.210889774,0.401216847,0.416666667,0.268564555,0.498385511,0.257575758,0.151430325,0.065866774
336,0.45,0.311037528,0.24020284,0.338888889,0.168795742,0.137441845,0.414814815,0.220097388,0.424848086,0.388888889,0.240016038,0.448297785,0.236363636,0.131810927,0.05611846
337,0.405555556,0.261147903,0.174225828,0.327777778,0.157019295,0.126131887,0.422222222,0.223992917,0.423937621,0.394444444,0.243811815,0.450650712,0.23030303,0.12825046,0.05569161
338,0.383333333,0.245253863,0.193860717,0.383333333,0.214703925,0.179848109,0.474074074,0.283842408,0.544203254,0.355555556,0.201817696,0.371882968,0.236363636,0.130411295,0.055354363
339,0.422222222,0.281677704,0.226707235,0.344444444,0.172987359,0.139834492,0.488888889,0.301593625,0.580692321,0.361111111,0.213605988,0.402106138,0.248484848,0.143425414,0.061200582
340,0.438888889,0.292273731,0.214550372,0.344444444,0.176912841,0.146249737,0.444444444,0.249358123,0.474332853,0.372222222,0.22248062,0.415748198,0.26969697,0.163486802,0.07132284
341,0.422222222,0.275275938,0.179959432,0.383333333,0.212641384,0.179027055,0.451851852,0.258211598,0.493647171,0.388888889,0.240764501,0.449189984,0.212121212,0.10941682,0.04568901
342,0.405555556,0.264459161,0.194509804,0.327777778,0.156620093,0.126317496,0.459259259,0.270872067,0.528007905,0.355555556,0.201416733,0.370045791,0.233333333,0.128913444,0.05488395
